timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,Connect
1659518024180,599,GET_people,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-22,text,true,,986,124,42,42,https://swapi.dev/api/people/1/,599,0
1659518024269,526,GET_people,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-17,text,true,,986,124,42,42,https://swapi.dev/api/people/1/,526,0
1659518024340,516,GET_people,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-29,text,true,,986,124,42,42,https://swapi.dev/api/people/1/,516,0
1659518020830,4030,GET_films,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-11,text,true,,2579,123,42,42,https://swapi.dev/api/films/1/,4030,0
1659518024351,521,GET_people,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-41,text,true,,986,124,42,42,https://swapi.dev/api/people/1/,521,0
1659518024203,675,GET_planets,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-24,text,true,,1176,125,42,42,https://swapi.dev/api/planets/1/,675,116
1659518020831,4053,GET_planets,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-6,text,true,,1176,125,42,42,https://swapi.dev/api/planets/1/,4053,116
1659518024414,531,GET_people,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-8,text,true,,986,124,42,42,https://swapi.dev/api/people/1/,531,0
1659518024248,808,GET_films,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-7,text,true,,2579,123,42,42,https://swapi.dev/api/films/1/,808,0
1659518024407,669,GET_planets,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-21,text,true,,1176,125,42,42,https://swapi.dev/api/planets/1/,669,125
1659518024407,675,GET_planets,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-20,text,true,,1176,125,42,42,https://swapi.dev/api/planets/1/,675,117
1659518024302,898,GET_films,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-1,text,true,,2579,123,42,42,https://swapi.dev/api/films/1/,898,0
1659518024860,363,GET_starships,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-11,text,true,,924,127,42,42,https://swapi.dev/api/starships/9/,363,0
1659518024386,852,GET_films,200,OK,bzm - Concurrency Thread Group-ThreadStarter 1-19,text,true,,2579,123,42,42,https://swapi.dev/api/films/1/,852,0
